Judul,Harga,Harga per m²,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater,Desa,Kecamatan,Kota,log_harga,log_Harga
Dijual Rumah Baru Siap Huni Strategis Ketintang Jetis Jambangan di Ketintang Perumahan,2900000000.0,12000000.0,6,250,400,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Ketintang, Kec. Gayungan, Kota Surabaya,21.787976574283668,21.787976574283668
"Dijual Rumah 2 Lantai Baru Renovasi di Baruk, Kedung Baruk, Rungkut , Surabaya",2200000000.0,14000000.0,6,161,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kedung Baruk, Kec. Rungkut, Kota Surabaya,21.511723197765228,21.511723197765228
Dijual Rumah Baruk Utara Surabaya di Baruk Utara,1300000000.0,8700000.0,3,150,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kedung Baruk, Kec. Rungkut, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah 2 Lantai Full Furnished di Puri Mas,2200000000.0,13200000.0,4,170,220,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Gunung Anyar, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,21.511723197765228,21.511723197765228
Dijual Rumah Kertajaya Indah Timur Baru Gress di Kertajaya Indah Timur,6500000000.0,27100000.0,4,240,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0,Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya,22.59506801400185,22.59506801400185
Dijual Rumah Palm Beach Pakuwon City di Pakuwon City,3000000000.0,20800000.0,3,144,144,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya,21.821878125947855,21.821878125947855
Dijual Rumah Royal Residence Surabaya di Royal Residence,10000000000.0,25000000.0,4,400,500,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,23.025850930040455,23.025850930040455
"Dijual Rumah Pribadi Siap Huni, Tanpa Perantara di Jl.kedungturi 5 No.15j",270000000.0,6800000.0,3,40,40,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Kedungdoro, Kec. Tegalsari, Kota Surabaya,19.413932520666354,19.413932520666354
Dijual Rumah Butuh Minim Renovasi di Jemur Andayani,3000000000.0,8500000.0,3,354,300,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0,Kel. Jemur Wonosari, Kec. Wonocolo, Kota Surabaya,21.821878125947855,21.821878125947855
"Dijual Rumah Siap Huni di Sukomanunggal Jaya, Surabaya Barat",2200000000.0,10000000.0,4,219,145,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,10600,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0,Kel. Sukomanunggal (Suko Manunggal), Kec. Sukomanunggal, Kota Surabaya,21.511723197765228,21.511723197765228
"Dijual Rumah Siap Huni di Tambak Medokan Ayu, Rungkut, Surabaya",850000000.0,7700000.0,2,110,100,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0,Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya,20.560746908625106,20.560746908625106
"Dijual Rumah Siap Huni , Hook di Taman Pondok Indah, Wiyung, Surabaya Barat",3100000000.0,8900000.0,3,350,275,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0,Kel. Jajar Tunggal (Jajartunggal), Kec. Wiyung, Kota Surabaya,21.854667948760092,21.854667948760092
Dijual Rumah 2unit Gress 2lantai Di Pakal Madya Surabaya di Pakal Madya,1600000000.0,17000000.0,3,94,150,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0,Kel. Pakal, Kec. Pakal, Kota Surabaya,21.193269466817146,21.193269466817146
Dijual Rumah Harga Tanah di Raya Wiguna Timur,1200000000.0,7500000.0,5,160,120,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gunung Anyar Tambak, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,20.9055873945737,20.9055873945737
Dijual Rumah Mewah Desain Elegan Siap Huni Bebas Banjir di Citraland Villa Taman Gapura,11000000000.0,20900000.0,4,526,400,Hak Guna Bangunan,1.05%,10.38%,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,10600,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,23.12116110983569,23.12116110983569
Dijual Rumah Villa Royal Pakuwon City di Pakuwon City,15000000000.0,33299999.0,5,450,760,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,1,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,23.431316038115288,23.431316038115288
Dijual Rumah 2unit New 2 Lantai Nyaman Di Kutisari Surabaya di Kutisari,1700000000.0,23300000.0,3,75,115,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah Pakuwon Indah Surabaya di Pakuwon Indah,16899999999.0,45300000.0,5,375,600,-,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Lontar, Kec. Sambikerep, Kota Surabaya,23.55057945887544,23.55057945887544
Dijual Rumah Baru 2 Lantai 300 Jutaan di Gading Karya,385000000.0,14300000.0,2,27,55,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya,19.76875389484946,19.76875389484946
Dijual Rumah Cluster 2 Lantai Di Kenjeran di Kenjeran,395000000.0,13200000.0,2,30,55,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya,19.79439632539704,19.79439632539704
Dijual Rumah Dharmahusada Indah Utara di Dharmahusada Indah Utara,3100000000.0,25800000.0,4,120,190,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.854667948760092,21.854667948760092
Dijual Rumah Dukuh Kupang Timur di Dukuh Kupang Timur,1900000000.0,9800000.0,3,193,200,-,1.05%,10.38%,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Dukuh Kupang, Kec. Dukuh Pakis, Kota Surabaya,21.365119723645122,21.365119723645122
Dijual Rumah Citraland Utama Surabaya di Citraland,9000000000.0,37500000.0,5,240,567,Hak Guna Bangunan,1.05%,10.38%,1,0,2,0,0,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0,Kel. Made, Kec. Sambikerep, Kota Surabaya,22.920490414393743,22.920490414393743
Dijual Rumah Asri Dan Nyaman Di Sambikerep Surabaya di Sambi Arum Lor 1 No.42,450000000.0,7500000.0,2,60,75,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,19.92475814295086,19.92475814295086
Dijual Rumah Royal Residence Surabaya di Royal Residence,3900000000.0,19400000.0,3,204,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,22.08424239033842,22.08424239033842
Dijual Rumah Lariz Wood Pakuwon Indah di Pakuwon Indah,8500000000.0,22500000.0,5,378,500,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,22.86333200056033,22.86333200056033
Dijual Rumah Bratang Gede Surabaya Selatan di Jl Bratang Gede Surabaya,1400000000.0,11700000.0,2,120,90,-,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Ngagel Rejo (Ngagelrejo), Kec. Wonokromo, Kota Surabaya,21.05973807428191,21.05973807428191
Dijual Rumah Citraland Utama Surabaya di Citraland,6800000000.0,32400000.0,4,210,350,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,22.64018844927553,22.64018844927553
Dijual Rumah Royal Residance Surabaya di Royal Residance Surabaya,1500000000.0,15000000.0,2,100,75,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Sumur Welut, Kec. Lakarsantri, Kota Surabaya,21.12873094572124,21.12873094572124
Dijual Rumah Jalan Widodaren Surabaya di Widodaren,5900000000.0,17000000.0,7,350,650,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Sawahan, Kec. Sawahan, Kota Surabaya,22.498218188027575,22.498218188027575
Dijual Rumah Tenggilis Shm 2 Lantai Dekat Ubaya di Tenggilis,3300000000.0,16500000.0,5,200,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1,Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya,21.917188305721876,21.917188305721876
Dijual Rumah Dharmahusada Permai di Dharmahusada Permai,7800000000.0,17300000.0,5,450,750,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,10600,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,22.77738957077016,22.77738957077016
Dijual Rumah Villa Kalijudan Indah Surabaya di Villa Kalijudan,1900000000.0,19800000.0,3,100,160,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,0,Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya,21.365119723645122,21.365119723645122
Dijual Rumah Villa Kalijudan Indah di Villa Kalijudan Indah,1800000000.0,10900000.0,3,165,260,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya,21.311052502404085,21.311052502404085
Dijual Rumah Wisata Bukit Mas Surabaya di Wisata Bukit Mas,3000000000.0,16700000.0,4,180,250,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Lidah Wetan, Kec. Lakarsantri, Kota Surabaya,21.821878125947855,21.821878125947855
Dijual Rumah Nginden Intan Timur Surabaya di Nginden Intan Timur,3500000000.0,16900000.0,4,207,240,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya,21.976028805727495,21.976028805727495
Dijual Rumah Tenggilis Mejoyo Selatan Surabaya di Tengilis Mejoyo Selatan,1600000000.0,18300000.0,3,90,145,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0,Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya,21.193269466817146,21.193269466817146
Dijual Rumah Baru 2 Lantai Di Pondok Candra Rungkut Surabaya di Pondok Tjandra,1300000000.0,18000000.0,4,75,130,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah Nginden Intan Timur Surabaya di Nginden Intan Timur,1600000000.0,7600000.0,1,210,210,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya,21.193269466817146,21.193269466817146
Dijual Rumah Citraland Utama Surabaya di Citraland Utama,13500000000.0,36000000.0,5,375,970,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,0,13200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Jeruk, Kec. Lakarsantri, Kota Surabaya,23.32595552246487,23.32595552246487
Dijual Rumah Nginden Intan di Nginden Intan,16700000000.0,17400000.0,6,960,1300,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Medokan Semampir, Kec. Sukolilo, Kota Surabaya,23.538674556429,23.538674556429
Dijual Rumah Mulyosari Utara Surabaya di Mulyosari Utara,2500000000.0,15200000.0,4,165,250,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Virginia Regency Pakuwon City di Pakuwon City,2900000000.0,16399999.0,4,180,250,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.787976574283668,21.787976574283668
Dijual Rumah Mewah Tenggilis Surabaya di Jl. Tenggilis Utara Cpt B.U Poll,3300000000.0,16500000.0,5,200,300,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,1,0,Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya,21.917188305721876,21.917188305721876
Dijual Rumah Tenggilis Mejoyo Utara Full Furnished Istimewa di Tenggilis Utara,3300000000.0,16500000.0,4,200,300,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,4400,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya,21.917188305721876,21.917188305721876
Dijual Rumah Dengan Dp Rumah Siap Bangun di Mbeji Pdam,150000000.0,2500000.0,2,60,36,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Pakal, Kec. Pakal, Kota Surabaya,18.826145858727198,18.826145858727198
Dijual Rumah Citraland Harga Terbaik di Northwest Park,1900000000.0,15800000.0,3,120,100,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,1,0,1,PAM,0,0,0,0,0,Kel. Babat Jerawat, Kec. Pakal, Kota Surabaya,21.365119723645122,21.365119723645122
Dijual Rumah Nyaman Siap Huni di Jalan Raya Tengger Kandangan,2900000000.0,15300000.0,3,189,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1,Kel. Kandangan, Kec. Benowo, Kota Surabaya,21.787976574283668,21.787976574283668
Dijual Rumah Perum Griya Mapan Sentosa Waru Sidoarjo di Wadungasri,699000000.0,6700000.0,3,105,120,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,20.3651613016287,20.3651613016287
Dijual Rumah Murah Gunung Anyar Tambak Surabaya di Gg Durian Cpt B.U Poll 2 LT,1100000000.0,11500000.0,3,96,120,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,1,0,0,0,0,Kel. Gunung Anyar Tambak, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,20.818576017659826,20.818576017659826
Dijual Rumah Citraland Utama Surabaya di Citraland Utama,25000000000.0,46200000.0,5,541,1000,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,13200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,23.942141661854613,23.942141661854613
Dijual Rumah Raffles Garden Citraland di Citraland,11900000000.0,38400000.0,4,312,600,-,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3,0,5500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Jeruk, Kec. Lakarsantri, Kota Surabaya,23.19980423714793,23.19980423714793
Dijual Rumah Nol Jalan Menganti di Universitas Ciputra,1100000000.0,12300000.0,3,90,87,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Made, Kec. Sambikerep, Kota Surabaya,20.818576017659826,20.818576017659826
Dijual Rumah Baru Gress 2 Unit di Graha Green Garden Dian Istana,2300000000.0,23500000.0,4,100,120,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,21.556174960316298,21.556174960316298
Dijual Rumah Minimalis Strategis Di Surabaya Timur di Wonorejo Timur,1500000000.0,17200000.0,4,90,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,1,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Wonorejo, Kec. Rungkut, Kota Surabaya,21.12873094572124,21.12873094572124
Dijual Rumah Araya 1 Surabaya di Araya 1,5500000000.0,22900000.0,4,240,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya,22.428013929366653,22.428013929366653
Dijual Rumah Araya 1 Surabaya di Araya 1,8500000000.0,22700000.0,5,375,490,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,7700,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1,Kel. Semolowaru, Kec. Sukolilo, Kota Surabaya,22.86333200056033,22.86333200056033
Dijual Rumah Bumi Marina Emas 8x15m di Jl. Marina Emas Timur V No.41 Blok D,1400000000.0,11700000.0,5,120,120,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,0,0,1,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Keputih, Kec. Sukolilo, Kota Surabaya,21.05973807428191,21.05973807428191
Dijual Rumah Terawat Dkt Masjid Agung Wisma Menanggal di Wisma Menanggal,2900000000.0,14600000.0,2,198,150,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0,Kel. Menanggal, Kec. Gayungan, Kota Surabaya,21.787976574283668,21.787976574283668
Dijual Rumah Murah di Wonosari,750000000.0,8800000.0,3,85,70,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Wonokusumo, Kec. Semampir, Kota Surabaya,20.435583765827964,20.435583765827964
Dijual Rumah Tenggilis Utara Surabaya di Tenggilis Utara,3300000000.0,16500000.0,4,200,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya,21.917188305721876,21.917188305721876
Dijual Rumah Murah di Perumahan Permata Safira Regency,2000000000.0,17900000.0,5,112,190,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1,Kel. Lidah Kulon, Kec. Lakarsantri, Kota Surabaya,21.416413018006356,21.416413018006356
Dijual Rumah Strategis Hitung Tanah Tenggilis Mejoyo Surabaya di Tenggilis Mejoyo,13000000000.0,12300000.0,6,1060,500,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,23.28821519448487,23.28821519448487
Dijual Rumah Baru Mewah Di Cluster Mossel Bay Pakuwon City Sby di PAKUWON CITY,5500000000.0,30600000.0,5,180,225,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,0,2,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0,Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya,22.428013929366653,22.428013929366653
